nearest_10,distance_nat,distance_ref,distance_plant,closest_type,freq_category
1040,71161.7941763233,56540.420574222,75013.7338131203,Reference_Forest,4-5 kHz
1050,52757.7086670621,41995.0128353634,50040.838432899,Reference_Forest,4-5 kHz
1060,33964.4740559068,25120.4462990694,48207.3932356294,Reference_Forest,4-5 kHz
1070,118623.939173842,99940.8163530625,45962.6545859352,Plantation,4-5 kHz
1080,201868.234666223,231832.771983148,70996.3141727739,Plantation,4-5 kHz
1090,53916.2355685725,254886.620435281,48285.9080662629,Plantation,4-5 kHz
1100,66133.4442797056,75970.290463979,89627.4286616405,Natural_Regeneration,4-5 kHz
1110,82214.50148786,60253.2079079478,112113.632870492,Reference_Forest,4-5 kHz
1120,66031.8317797936,53752.1296876347,82360.5666825753,Reference_Forest,4-5 kHz
1130,64239.6427170458,41879.2293218215,74416.8211903062,Reference_Forest,4-5 kHz
1140,63269.7353419908,69823.0117472876,82806.6917016442,Natural_Regeneration,4-5 kHz
1150,52579.0767917853,73914.0983029078,83149.3105965369,Natural_Regeneration,4-5 kHz
1160,84765.0321517745,88336.66579193,97589.2534649062,Natural_Regeneration,4-5 kHz
1170,81734.2144229631,82503.6859228153,103969.066331013,Natural_Regeneration,4-5 kHz
1180,84889.2968014628,95904.7090971299,100147.718115077,Natural_Regeneration,4-5 kHz
1190,71301.8281906385,80958.1207911328,85812.2490473716,Natural_Regeneration,4-5 kHz
1200,78043.4562190628,88102.0987458516,95457.7237712255,Natural_Regeneration,4-5 kHz
1210,78727.4005051092,104445.680078875,108505.893308944,Natural_Regeneration,4-5 kHz
1220,91418.1821450529,102642.598779458,106161.534153585,Natural_Regeneration,4-5 kHz
1230,76836.9119059379,83881.652055158,83113.595873843,Natural_Regeneration,4-5 kHz
1240,65936.2273649126,76562.5634196391,94317.4120313274,Natural_Regeneration,4-5 kHz
1250,58892.7860774817,92075.6983093102,91875.7766474853,Natural_Regeneration,4-5 kHz
1260,62967.7520393724,80476.1676552046,91301.4596247359,Natural_Regeneration,4-5 kHz
1270,63180.0542270633,62214.2199129642,80758.5531332902,Reference_Forest,4-5 kHz
1280,65933.9722958703,64524.4849225477,79560.4066787502,Reference_Forest,4-5 kHz
1290,64435.4543890137,78489.6007965744,80078.7434947029,Natural_Regeneration,4-5 kHz
1300,50832.7359760814,56231.9497600975,64195.7637933923,Natural_Regeneration,4-5 kHz
1310,50145.5064962256,43372.2106699656,72412.7715777684,Reference_Forest,4-5 kHz
1320,73730.3358041141,60491.310023472,81813.8168182993,Reference_Forest,4-5 kHz
1330,81836.6862011091,46897.4239394076,96099.9523451329,Reference_Forest,4-5 kHz
1340,73646.3518261547,38080.3429734264,88264.8196005208,Reference_Forest,4-5 kHz
1350,82426.1455673004,51379.1111201871,104115.749602924,Reference_Forest,4-5 kHz
1360,85772.8286969994,59782.91533371,108462.000914996,Reference_Forest,4-5 kHz
1370,59433.5553299646,24689.859892716,81350.3986914875,Reference_Forest,4-5 kHz
1380,58020.1624609975,32797.2690968484,72691.7051611309,Reference_Forest,4-5 kHz
1390,67005.3034802782,28164.7654146316,78856.6760953526,Reference_Forest,4-5 kHz
1400,63276.5445481564,37337.750767029,80916.63543725,Reference_Forest,4-5 kHz
1410,62396.497742194,35251.5872197257,86579.8549975736,Reference_Forest,4-5 kHz
1420,53575.6800439781,33109.9894443074,73972.2967308918,Reference_Forest,4-5 kHz
1430,56282.925382338,32081.3494641089,64929.389169319,Reference_Forest,4-5 kHz
1440,70875.5887593991,39109.1241601227,65314.4620909973,Reference_Forest,4-5 kHz
0,165867.597494771,238682.530697378,196096.626501456,Natural_Regeneration,5-6 kHz
10,185005.956853231,252946.97557344,203276.437509701,Natural_Regeneration,5-6 kHz
20,182853.522043759,251024.425887952,202344.253762606,Natural_Regeneration,5-6 kHz
30,194727.465660022,260955.37725308,205824.497469603,Natural_Regeneration,5-6 kHz
40,149991.889718733,215533.788431044,169642.656093288,Natural_Regeneration,5-6 kHz
50,133959.622493393,199249.704064655,161696.908923385,Natural_Regeneration,5-6 kHz
60,141115.155019484,210487.486292922,170291.762449312,Natural_Regeneration,5-6 kHz
70,158897.926084833,218115.122488956,182074.44249756,Natural_Regeneration,5-6 kHz
80,162274.191422545,223343.003776035,179412.942137183,Natural_Regeneration,5-6 kHz
90,157566.342833663,219605.334086404,169164.02000197,Natural_Regeneration,5-6 kHz
100,142626.582949657,201043.185562159,150237.583493568,Natural_Regeneration,5-6 kHz
110,134003.753381337,190702.206052662,141029.853318865,Natural_Regeneration,5-6 kHz
120,140582.45702846,203461.724236735,156178.808110672,Natural_Regeneration,5-6 kHz
130,162312.774633688,216823.084387502,181312.434128309,Natural_Regeneration,5-6 kHz
140,163456.529937052,226745.318260397,183221.054379849,Natural_Regeneration,5-6 kHz
150,151971.446732938,219759.273904939,173070.528644018,Natural_Regeneration,5-6 kHz
160,152271.649263788,216279.41812271,174851.019776048,Natural_Regeneration,5-6 kHz
170,152924.228664156,210113.831839571,173933.648991496,Natural_Regeneration,5-6 kHz
180,183292.919362179,236930.19443155,200861.672278737,Natural_Regeneration,5-6 kHz
190,181106.44499656,224966.686850953,192394.813889368,Natural_Regeneration,5-6 kHz
200,167587.814204625,211128.708941767,180482.2320509,Natural_Regeneration,5-6 kHz
210,167313.738802682,215504.973495661,186918.594783652,Natural_Regeneration,5-6 kHz
220,179447.178619532,219031.699500958,199707.221507151,Natural_Regeneration,5-6 kHz
230,169711.221235488,199145.247245527,181398.465174249,Natural_Regeneration,5-6 kHz
240,174451.877217431,203182.975366321,190318.824886365,Natural_Regeneration,5-6 kHz
250,194207.935985816,228228.818444606,213702.494919642,Natural_Regeneration,5-6 kHz
260,197836.242288398,241380.446346583,213646.687709846,Natural_Regeneration,5-6 kHz
270,189826.398162854,227222.77882307,198094.320308043,Natural_Regeneration,5-6 kHz
280,178160.714192248,210242.78741073,195366.551805745,Natural_Regeneration,5-6 kHz
290,230478.363037039,241498.623527929,235079.233616653,Natural_Regeneration,5-6 kHz
300,171660.546612866,200278.394901257,209742.411002336,Natural_Regeneration,5-6 kHz
310,59463.9709996669,51741.0044140916,120678.582176189,Reference_Forest,5-6 kHz
320,145047.132035624,302394.373622447,54666.0330990006,Plantation,5-6 kHz
330,135643.780381708,259162.781791011,59063.4586229476,Plantation,5-6 kHz
340,116087.621473029,225783.691359876,75565.0488017018,Plantation,5-6 kHz
350,102139.300471984,191043.264126423,109961.655552892,Natural_Regeneration,5-6 kHz
360,101840.23233904,170909.814516835,63955.4857576121,Plantation,5-6 kHz
370,116348.568052869,176602.359662168,110344.087445295,Plantation,5-6 kHz
380,90273.927212183,185412.039249053,105628.999043466,Natural_Regeneration,5-6 kHz
390,96744.957305452,179337.459781575,89708.7049881907,Plantation,5-6 kHz
400,115305.043013641,166149.659280662,107175.681531285,Plantation,5-6 kHz
410,111360.049403474,133100.070572322,140030.603752225,Natural_Regeneration,5-6 kHz
420,101694.10176635,102259.47966912,117068.492474674,Natural_Regeneration,5-6 kHz
430,106920.02244629,97759.5039919346,92734.6235971334,Plantation,5-6 kHz
440,119448.824539187,123071.162013084,122536.584898136,Natural_Regeneration,5-6 kHz
450,107751.06434732,140685.421064964,93580.4820525438,Plantation,5-6 kHz
460,98066.242400402,112582.941443301,77793.3379763261,Plantation,5-6 kHz
470,126498.206993774,148522.498238283,105000.126938814,Plantation,5-6 kHz
480,135511.665555871,191820.785867313,107724.560970202,Plantation,5-6 kHz
490,181964.511204845,192327.680459322,125849.692286158,Plantation,5-6 kHz
500,160858.150289218,204101.337136926,94188.0801027668,Plantation,5-6 kHz
510,144993.6992115,181994.621040599,98321.6581129546,Plantation,5-6 kHz
520,178267.247077228,170948.283587015,106715.24252595,Plantation,5-6 kHz
530,160103.580476264,172932.543412624,122554.683787755,Plantation,5-6 kHz
540,158126.83026376,182158.574937724,127884.31622342,Plantation,5-6 kHz
550,130767.301017699,134717.44581118,141848.377780706,Natural_Regeneration,5-6 kHz
560,116184.096853169,122593.509596403,133136.638974648,Natural_Regeneration,5-6 kHz
570,135800.287756809,174293.924817467,113913.753253789,Plantation,5-6 kHz
580,134926.391493602,174163.194569735,110002.360417969,Plantation,5-6 kHz
590,125069.183527127,163723.440623698,98675.4109223234,Plantation,5-6 kHz
600,166289.679783011,138331.655193273,89986.8852848891,Plantation,5-6 kHz
610,144415.056645818,137660.410585582,77082.9310647628,Plantation,5-6 kHz
620,129067.596658572,137357.731775214,66502.3314466042,Plantation,5-6 kHz
630,114505.363245522,112420.451325925,86042.8406607781,Plantation,5-6 kHz
640,128915.433687098,116660.30511895,99836.6094565878,Plantation,5-6 kHz
650,106506.190769168,84790.4550049776,81597.1723375314,Plantation,5-6 kHz
660,125344.516241726,107489.122042004,76551.862544526,Plantation,5-6 kHz
670,134032.624775356,84150.5009792008,110005.595482414,Reference_Forest,5-6 kHz
680,90220.549397576,58762.6509027187,79533.9751879232,Reference_Forest,5-6 kHz
690,98114.8097306956,54526.3641584727,81474.587266962,Reference_Forest,5-6 kHz
700,72628.5524976014,47374.1204653415,88885.3696388025,Reference_Forest,5-6 kHz
710,46603.2241863174,43165.3621851473,69959.0183101565,Reference_Forest,5-6 kHz
720,69222.4048056095,52662.504638302,68196.106417511,Reference_Forest,5-6 kHz
730,62436.879165425,58092.6704214384,38349.2186833225,Plantation,5-6 kHz
740,46613.0230383718,50291.7790198345,59766.6012036435,Natural_Regeneration,5-6 kHz
750,51061.1818085381,40959.7524426682,73703.1908088485,Reference_Forest,5-6 kHz
760,52625.8780434629,43283.7831183614,77247.3336052414,Reference_Forest,5-6 kHz
770,61381.0543779262,49356.4901360054,71093.2131227916,Reference_Forest,5-6 kHz
780,51966.0737955165,40258.1968469589,67966.2212016577,Reference_Forest,5-6 kHz
790,60453.6469764816,28813.4867434332,96657.450392121,Reference_Forest,5-6 kHz
800,37083.1765885473,23207.9737364845,96552.7816355336,Reference_Forest,5-6 kHz
810,49716.6257840503,28153.4786952876,87676.0702574769,Reference_Forest,5-6 kHz
820,57477.2254918937,30904.5848913184,107147.919570756,Reference_Forest,5-6 kHz
830,51773.3584559868,32373.3699861126,107563.463281742,Reference_Forest,5-6 kHz
840,40827.9046150236,29960.3905789043,85533.6987655331,Reference_Forest,5-6 kHz
850,47774.7661596958,21536.0277377566,102179.308646976,Reference_Forest,5-6 kHz
860,79264.9456728386,41236.6936726498,113396.204140714,Reference_Forest,5-6 kHz
870,84262.8931718372,57599.8294301034,130013.600003395,Reference_Forest,5-6 kHz
880,73689.5891412251,32413.7643750423,119482.668541534,Reference_Forest,5-6 kHz
890,45802.3754229195,44994.9277506543,111247.686599253,Reference_Forest,5-6 kHz
900,62076.5133165523,76078.5342245504,118104.514633361,Natural_Regeneration,5-6 kHz
910,62999.2841847083,41955.9660810474,126975.199680772,Reference_Forest,5-6 kHz
920,62097.380789101,31130.4486575252,107933.015458628,Reference_Forest,5-6 kHz
930,65317.9057987029,36511.0525236723,84870.4898064611,Reference_Forest,5-6 kHz
940,52957.5609021075,25720.0434202359,81236.0726642331,Reference_Forest,5-6 kHz
950,42876.2309405825,24528.0424087833,83995.0617811573,Reference_Forest,5-6 kHz
960,77884.5113088071,22610.5246527205,92693.2671816101,Reference_Forest,5-6 kHz
970,91118.9784763658,55225.8700867492,117159.238589763,Reference_Forest,5-6 kHz
980,68551.295947541,24082.3408674372,103885.026841137,Reference_Forest,5-6 kHz
990,53735.2932338402,32041.7484723398,78020.1219520752,Reference_Forest,5-6 kHz
1000,78936.7594283456,48227.059081278,100228.454436113,Reference_Forest,5-6 kHz
1010,79669.0218291774,41175.9057945786,102957.703076999,Reference_Forest,5-6 kHz
1020,64673.2912956431,33678.8096267055,84454.1371939564,Reference_Forest,5-6 kHz
1030,56400.5525302321,46530.0494137231,89119.3696688529,Reference_Forest,5-6 kHz
1040,61553.4631955638,54909.4544725084,90724.7955354789,Reference_Forest,5-6 kHz
1050,79671.6609332126,70368.428092668,73884.5853985086,Reference_Forest,5-6 kHz
1060,37775.1607281002,41395.4694899472,42448.5875299843,Natural_Regeneration,5-6 kHz
1070,86853.6433452999,60382.7797238311,55985.5411164351,Plantation,5-6 kHz
1080,143138.198109626,114866.919598168,74377.1383406828,Plantation,5-6 kHz
1090,87752.8323868886,157077.072895108,73346.3772234801,Plantation,5-6 kHz
1100,131410.063892764,97267.9831951532,105977.414157778,Reference_Forest,5-6 kHz
1110,191108.793971739,191990.992149383,168620.270972413,Plantation,5-6 kHz
1120,226024.681654287,222387.669170216,217689.672897651,Plantation,5-6 kHz
1130,241552.864460593,258717.493948491,233698.76503693,Plantation,5-6 kHz
1140,265136.29000415,307199.968908705,264085.341861567,Plantation,5-6 kHz
1150,253835.074770811,303457.247384252,261345.53893805,Natural_Regeneration,5-6 kHz
1160,253992.293568224,300986.279333749,252364.332374423,Plantation,5-6 kHz
1170,230993.470717001,268717.539397263,237360.207814776,Natural_Regeneration,5-6 kHz
1180,223419.30887433,265214.95470459,231102.398262209,Natural_Regeneration,5-6 kHz
1190,215623.400747925,248673.892139834,219490.648856472,Natural_Regeneration,5-6 kHz
1200,217474.996096632,239698.074896234,215256.651998894,Plantation,5-6 kHz
1210,227838.73013575,256121.239030724,238782.951542036,Natural_Regeneration,5-6 kHz
1220,209977.004034938,230220.534782961,208434.998163789,Plantation,5-6 kHz
1230,208383.289697639,229776.719466868,209165.125781751,Natural_Regeneration,5-6 kHz
1240,186088.346210028,211125.682769681,196715.195685751,Natural_Regeneration,5-6 kHz
1250,181026.077763192,220804.373318463,198879.118336149,Natural_Regeneration,5-6 kHz
1260,201117.999039553,240901.030080351,222699.838835068,Natural_Regeneration,5-6 kHz
1270,185200.083000673,222772.500544489,202683.941851485,Natural_Regeneration,5-6 kHz
1280,190294.20551674,227150.412422335,201858.558005147,Natural_Regeneration,5-6 kHz
1290,192560.629284911,246465.907608292,207108.209367895,Natural_Regeneration,5-6 kHz
1300,186088.906394549,241083.480506242,201558.346543459,Natural_Regeneration,5-6 kHz
1310,191799.823652718,241781.142876092,210457.191926468,Natural_Regeneration,5-6 kHz
1320,184795.662247549,232756.637683031,196968.941851598,Natural_Regeneration,5-6 kHz
1330,201025.058731958,242478.586318772,215138.685373142,Natural_Regeneration,5-6 kHz
1340,164448.937395858,211239.709413813,183014.840554257,Natural_Regeneration,5-6 kHz
1350,170651.943666904,219849.434059405,196976.758629931,Natural_Regeneration,5-6 kHz
1360,191723.843822483,244956.582396522,213062.000985333,Natural_Regeneration,5-6 kHz
1370,203975.799678067,253844.797285104,227561.674000641,Natural_Regeneration,5-6 kHz
1380,194913.14808919,240208.503730122,207653.498387766,Natural_Regeneration,5-6 kHz
1390,198568.220017035,243966.076422816,202213.747160127,Natural_Regeneration,5-6 kHz
1400,176835.76747017,231064.765060945,193727.033832294,Natural_Regeneration,5-6 kHz
1410,152567.479174743,218073.669731575,177723.95344016,Natural_Regeneration,5-6 kHz
1420,178476.383992675,246568.715727383,209885.884622465,Natural_Regeneration,5-6 kHz
1430,169430.444908107,249303.450651842,205898.672874639,Natural_Regeneration,5-6 kHz
1440,169583.094992222,247898.23284562,203107.182129078,Natural_Regeneration,5-6 kHz
0,26916.9275413871,13914.365944676,21136.0618382144,Reference_Forest,6-7 kHz
10,34986.9032980519,23939.897792696,21302.4414527839,Plantation,6-7 kHz
20,37488.3506730571,22514.0239573734,21490.6890252836,Plantation,6-7 kHz
30,40563.6437424945,37532.5166008082,31207.9518246252,Plantation,6-7 kHz
40,28982.7824324257,27848.8844966461,24495.1872613022,Plantation,6-7 kHz
50,31314.6042593177,19430.1099760176,18043.4468213203,Plantation,6-7 kHz
60,38254.6741403869,24405.8638730767,26585.3975252034,Reference_Forest,6-7 kHz
70,39542.1627317399,26133.2949638821,21697.7647272683,Plantation,6-7 kHz
80,34390.6205844213,20446.0884939027,21427.7620683966,Reference_Forest,6-7 kHz
90,31148.0060508414,23381.1296089316,17556.1015833074,Plantation,6-7 kHz
100,21843.1328274398,30153.4998275598,16573.9802989949,Plantation,6-7 kHz
110,21149.9548362267,40556.01647253,18792.8884924346,Plantation,6-7 kHz
120,28506.3925896049,32005.726108529,23922.202829382,Plantation,6-7 kHz
130,18275.8936828883,26141.2358191828,14064.5392581934,Plantation,6-7 kHz
140,24049.7625680463,33387.7231830133,23840.8287365722,Plantation,6-7 kHz
150,31483.8745446365,23957.9924350505,24306.5443122874,Reference_Forest,6-7 kHz
160,23085.6874598345,25911.8922670189,26670.508889818,Natural_Regeneration,6-7 kHz
170,23500.4812276704,20026.9117525002,22801.6547998216,Reference_Forest,6-7 kHz
180,29987.8732663942,19658.4726590693,30043.6316054461,Reference_Forest,6-7 kHz
190,29376.9716611442,33230.5039134449,33173.6897967674,Natural_Regeneration,6-7 kHz
200,19045.0336499095,22506.8908741133,23721.2246131794,Natural_Regeneration,6-7 kHz
210,13960.0773683953,24386.1226853937,22564.8064484133,Natural_Regeneration,6-7 kHz
220,15592.9264832033,15366.2462652165,20463.1653432257,Reference_Forest,6-7 kHz
230,33942.9784833204,32923.9734992488,17384.6307581878,Plantation,6-7 kHz
240,22627.5720340719,28689.4943811279,15566.0645633278,Plantation,6-7 kHz
250,31973.831992502,37756.4843831058,27689.8314417283,Plantation,6-7 kHz
260,31239.7301106708,41437.0824353666,19243.5647344485,Plantation,6-7 kHz
270,24650.1784268409,33627.0647722818,18922.9738961541,Plantation,6-7 kHz
280,31338.1119421575,32717.309342122,23708.2150188454,Plantation,6-7 kHz
290,36506.3614495287,35915.0474620454,23896.591389987,Plantation,6-7 kHz
300,64320.8930176348,41608.5967145225,18669.2786786065,Plantation,6-7 kHz
310,239072.95649988,197678.432783978,83489.1306151057,Plantation,6-7 kHz
320,268534.035828603,424199.087696985,139434.012195435,Plantation,6-7 kHz
330,208448.844051857,338973.026841331,110569.89267152,Plantation,6-7 kHz
340,175889.99591399,269483.329264304,106412.906496779,Plantation,6-7 kHz
350,162456.374672148,223969.498205765,88966.510712819,Plantation,6-7 kHz
360,123972.935275699,181177.858575063,61883.7170907052,Plantation,6-7 kHz
370,142823.27801645,188902.802549467,81613.8704970172,Plantation,6-7 kHz
380,137577.695913593,200535.422484997,77757.6460047843,Plantation,6-7 kHz
390,122066.167258786,194335.330571153,58724.4565533706,Plantation,6-7 kHz
400,143405.543651393,188048.141235202,75831.8563384309,Plantation,6-7 kHz
410,157072.001475295,170778.127328333,98278.5958075831,Plantation,6-7 kHz
420,151905.59414518,163242.309551311,76809.034773122,Plantation,6-7 kHz
430,139032.357263353,142898.843455489,86173.832605691,Plantation,6-7 kHz
440,165940.974439864,196504.571458133,106180.32948352,Plantation,6-7 kHz
450,134908.734767162,180641.276272943,64217.2494445961,Plantation,6-7 kHz
460,127751.517895825,124598.783356048,59556.5386978488,Plantation,6-7 kHz
470,123199.15598742,140134.518819563,72373.3829092153,Plantation,6-7 kHz
480,127900.485977898,178351.20574136,99288.837822134,Plantation,6-7 kHz
490,156913.697301105,182819.929518969,98241.4165821886,Plantation,6-7 kHz
500,151605.393548989,189974.556323945,81473.4166609567,Plantation,6-7 kHz
510,157159.666936722,178644.29650136,92109.0793841822,Plantation,6-7 kHz
520,160411.36776799,173898.369264295,113122.294163978,Plantation,6-7 kHz
530,132020.404897005,177923.258246924,85491.1930791773,Plantation,6-7 kHz
540,147362.025995713,191492.808940687,85332.313683955,Plantation,6-7 kHz
550,120292.107052466,152908.003543151,72075.1696124714,Plantation,6-7 kHz
560,122680.46382686,148712.724249933,72882.5152156573,Plantation,6-7 kHz
570,136494.330436831,195992.751224405,71978.2045938926,Plantation,6-7 kHz
580,118947.806098686,207514.445218489,58608.7523239472,Plantation,6-7 kHz
590,102053.827081785,166779.562842693,34507.879042756,Plantation,6-7 kHz
600,126095.952133432,150875.570035392,39955.0408900275,Plantation,6-7 kHz
610,120690.106171568,159086.986806636,42024.7814033743,Plantation,6-7 kHz
620,118694.655186019,177512.013507843,39925.0025117492,Plantation,6-7 kHz
630,106140.400581976,142719.564266028,33075.4326989673,Plantation,6-7 kHz
640,108225.159378711,130193.493780092,40870.673692016,Plantation,6-7 kHz
650,105883.372986669,93518.2147356694,35381.0957339971,Plantation,6-7 kHz
660,108692.68249867,110005.572111801,22303.4969189458,Plantation,6-7 kHz
670,110176.410121155,94115.1885678309,38634.2953423109,Plantation,6-7 kHz
680,104652.568411468,106008.706402684,32141.2098165899,Plantation,6-7 kHz
690,97502.417338621,95486.5954627162,36143.7783014669,Plantation,6-7 kHz
700,69235.7463602243,81299.023900783,53503.7904936055,Plantation,6-7 kHz
710,50291.9029697297,82405.7815774943,35435.3851373002,Plantation,6-7 kHz
720,75582.521050011,76615.5235516384,38798.3364439749,Plantation,6-7 kHz
730,64696.9673394715,95070.4277197772,37383.0189876349,Plantation,6-7 kHz
740,39702.4251957199,60790.5634691768,33605.6512909071,Plantation,6-7 kHz
750,55889.4327924027,78098.3947106195,36647.6163251033,Plantation,6-7 kHz
760,54680.5362174186,72308.6085821956,37986.5777554178,Plantation,6-7 kHz
770,50107.7566219634,69606.8251461158,36198.5923755067,Plantation,6-7 kHz
780,45317.3913845052,79923.4139064127,23653.2176533698,Plantation,6-7 kHz
790,34230.1528865025,39085.4323630126,58212.9281830377,Natural_Regeneration,6-7 kHz
800,34805.6510594298,51469.188882757,55341.0498421358,Natural_Regeneration,6-7 kHz
810,41763.2454790803,63038.2133921288,41191.9610139262,Plantation,6-7 kHz
820,36104.7238851722,67717.1574164408,48895.9315314291,Natural_Regeneration,6-7 kHz
830,48826.9619738207,32468.7418248976,83329.8367021493,Reference_Forest,6-7 kHz
840,38550.8604453459,39340.7350591302,52974.3982882673,Natural_Regeneration,6-7 kHz
850,33026.8232371315,32260.4102203095,70432.7151117623,Reference_Forest,6-7 kHz
860,57366.4155718686,26590.3367716968,83704.4869869707,Reference_Forest,6-7 kHz
870,64928.0261542362,32028.0447847796,99064.7098143064,Reference_Forest,6-7 kHz
880,47536.3351317946,46730.9362783374,75155.6180946147,Reference_Forest,6-7 kHz
890,28621.4061283899,69483.4480593949,62568.9857938493,Natural_Regeneration,6-7 kHz
900,32911.6981717399,72552.1075577846,65408.8555791888,Natural_Regeneration,6-7 kHz
910,35942.3971994366,48917.4881151932,75003.8264427749,Natural_Regeneration,6-7 kHz
920,43598.0605934086,72389.5861243144,61673.1158364446,Natural_Regeneration,6-7 kHz
930,42494.3787960848,47206.6794668742,51275.7023645989,Natural_Regeneration,6-7 kHz
940,58285.5413906087,74504.3239449789,42127.2058988229,Plantation,6-7 kHz
950,52622.8098895316,68829.7257648539,47006.4016119527,Plantation,6-7 kHz
960,90090.5295967882,71780.8633292848,45879.3596024535,Plantation,6-7 kHz
970,46654.5279580373,46028.4675340375,53164.8960546591,Reference_Forest,6-7 kHz
980,50096.5632777367,49239.6728853878,45467.0217745833,Plantation,6-7 kHz
990,64870.0440565435,48692.5540875274,54650.9799909795,Reference_Forest,6-7 kHz
1000,46979.0175272632,26559.2233799388,40524.2424863426,Reference_Forest,6-7 kHz
1010,50655.5381866884,47125.8283918685,47114.9834156814,Plantation,6-7 kHz
1020,55454.1163673302,43955.8308624277,39935.3308426229,Plantation,6-7 kHz
1030,56506.1951215452,59599.0315309894,36244.405817407,Plantation,6-7 kHz
1040,72188.8522988726,77082.8402698632,42040.5387785473,Plantation,6-7 kHz
1050,80596.0675519802,66406.1924572867,53783.6878096215,Plantation,6-7 kHz
1060,67617.2858440638,60022.4112179785,44648.2704027043,Plantation,6-7 kHz
1070,110814.859547748,66597.3328487783,36704.1699928037,Plantation,6-7 kHz
1080,139933.649002718,81732.9124457799,34170.3244794197,Plantation,6-7 kHz
1090,56934.3351340655,96275.6221063317,28098.3356445099,Plantation,6-7 kHz
1100,31405.1227546404,36371.8871845495,28267.0062067403,Plantation,6-7 kHz
1110,47317.5050281877,70219.616650157,46504.9961838964,Plantation,6-7 kHz
1120,58998.4082157107,99210.664502397,60879.7283500213,Natural_Regeneration,6-7 kHz
1130,70612.5280850929,113172.8518393,67754.8819470677,Plantation,6-7 kHz
1140,61783.1771529328,105933.27997397,65617.5985998271,Natural_Regeneration,6-7 kHz
1150,36898.90741758,69648.0184735819,38215.8728701471,Natural_Regeneration,6-7 kHz
1160,35438.9676603716,47268.6216675505,34110.8455765651,Plantation,6-7 kHz
1170,42616.9304405134,58962.3508630666,42073.7910122937,Plantation,6-7 kHz
1180,34654.1286142817,53375.0973286946,33774.3303928446,Plantation,6-7 kHz
1190,51362.9523558748,37142.0180912346,43215.3113930574,Reference_Forest,6-7 kHz
1200,47060.7572332505,26304.957984001,32915.7089432084,Reference_Forest,6-7 kHz
1210,51958.0081201076,21535.3175470092,33184.3052003448,Reference_Forest,6-7 kHz
1220,57723.5472548047,30121.6892822396,35421.0387616921,Reference_Forest,6-7 kHz
1230,43245.5221770891,20065.3507477823,30882.040762507,Reference_Forest,6-7 kHz
1240,34753.626492125,20633.9906455231,21466.4582881287,Reference_Forest,6-7 kHz
1250,54644.2009288564,28205.0679855577,30130.1213534785,Reference_Forest,6-7 kHz
1260,38603.2585856214,23196.7295559173,19086.231731769,Plantation,6-7 kHz
1270,48293.3810833648,36237.5120228736,27022.8157605356,Plantation,6-7 kHz
1280,42471.5172441521,30550.3273360902,28729.545826794,Plantation,6-7 kHz
1290,37519.7717746395,26320.5402805911,19398.9606012775,Plantation,6-7 kHz
1300,36621.4445891878,29651.5561680809,25313.5100076201,Plantation,6-7 kHz
1310,42381.2761139451,27811.4866836846,24044.9304968711,Plantation,6-7 kHz
1320,35970.4194889604,24993.2127170655,25031.5112987777,Reference_Forest,6-7 kHz
1330,34310.3648623159,31425.8200371143,23072.6430351367,Plantation,6-7 kHz
1340,33756.295962371,23342.8935515207,25492.427747972,Reference_Forest,6-7 kHz
1350,29219.1687440088,28059.0059089244,33148.7636239529,Reference_Forest,6-7 kHz
1360,35668.8734372129,20940.4604461785,33757.226275352,Reference_Forest,6-7 kHz
1370,34136.7924832625,17535.4025853956,26243.6976082751,Reference_Forest,6-7 kHz
1380,34036.6928819105,16559.5003785049,23633.474693799,Reference_Forest,6-7 kHz
1390,31476.1705681602,22594.5830475996,24389.1887675838,Reference_Forest,6-7 kHz
1400,27778.5635320909,28915.7656232173,27458.5399890408,Plantation,6-7 kHz
1410,23730.0264023484,18884.6936921703,22353.2635521793,Reference_Forest,6-7 kHz
1420,29018.4586141607,23743.6343869363,14894.3774973411,Plantation,6-7 kHz
1430,34587.4862310635,15339.9370699596,15849.3051636423,Reference_Forest,6-7 kHz
1440,27911.3703318074,14120.6112852459,15752.5700999026,Reference_Forest,6-7 kHz
0,36519.6806520605,221948.787571569,25979.827898475,Plantation,7-8 kHz
10,36462.73438855,227762.45197821,25121.2952078958,Plantation,7-8 kHz
20,50964.5297511518,285710.525692417,37699.651885415,Plantation,7-8 kHz
30,36032.5910278065,251991.314685744,31407.504203512,Plantation,7-8 kHz
40,52951.9199265592,270415.039127199,41060.0332357237,Plantation,7-8 kHz
50,52343.3109696721,258342.326294119,47254.4532336864,Plantation,7-8 kHz
60,52840.6303168129,242668.272779254,34259.1827550306,Plantation,7-8 kHz
70,48377.8581676282,227374.446497763,30632.5238953579,Plantation,7-8 kHz
80,49018.7965168885,217721.78714422,31358.6098196564,Plantation,7-8 kHz
90,38188.6543283123,239438.255388498,25329.6880195828,Plantation,7-8 kHz
100,49397.1359412729,253828.974664742,27814.5195707853,Plantation,7-8 kHz
110,55598.1313984034,281667.490863708,27140.3548066078,Plantation,7-8 kHz
120,55145.9766219445,277778.749123972,38735.2242726594,Plantation,7-8 kHz
130,75783.3703862087,281424.472421333,42784.3758742734,Plantation,7-8 kHz
140,68395.2541700107,286734.909618808,34664.2088995851,Plantation,7-8 kHz
150,57259.1850771348,261761.321190492,36237.3808866608,Plantation,7-8 kHz
