StartTime,EndTime,LowFreq,HighFreq,DeltaTime,DeltaFreq,AvgPowerDensity,Annotation
23426.18287,23426.50666,3133.258,3538.033,0.3238,404.775,-68.85,Birds
23427.2033,23427.50746,3103.274,3612.991,0.3042,509.717,-68,Birds
23428.20411,23428.48865,3088.283,3583.008,0.2845,494.725,-69.44,Birds
23425.15753,23425.39792,3028.316,6191.557,0.2404,3163.241,-66.39,Unknown
23429.27678,23429.65454,3193.224,3523.041,0.3778,329.817,-65.33,Birds
23431.37659,23431.51395,3553.024,4347.582,0.1374,794.558,-66.3,Birds
23441.58108,23441.75769,1253.973,1513.589,0.1766,259.615,-64.96,Birds
23441.846,23442.16488,1196.281,1446.281,0.3189,250,-64.7,Birds
23442.31206,23442.45433,1225.127,1532.819,0.1423,307.692,-66.19,Birds
23441.3554,23441.7675,2186.666,2955.896,0.4121,769.231,-68.59,Birds
23441.71354,23442.16488,2177.05,3013.589,0.4513,836.538,-64.94,Birds
23442.21885,23442.5917,2138.589,2965.512,0.3728,826.923,-68.69,Birds
23443.65628,23443.78383,3071.281,3513.589,0.1276,442.308,-71.67,Birds
23444.96126,23445.05937,3023.204,3503.973,0.0981,480.769,-69.75,Birds
23444.2548,23444.36764,4186.666,4561.666,0.1128,375,-70.51,Birds
23447.9682,23448.42445,2378.973,5042.435,0.4563,2663.462,-71.89,Birds
23448.03688,23448.38029,5128.973,6350.127,0.3434,1221.154,-70.53,Birds
23450.94991,23451.1069,3238.319,4228.703,0.157,990.385,-70.96,Birds
23451.31295,23451.46994,3411.395,4392.165,0.157,980.769,-71.16,Birds
23451.6907,23451.77901,3363.319,4363.319,0.0883,1000,-68.8,Birds
23451.84769,23452.07337,2094.088,2353.703,0.2257,259.615,-65.12,Birds
23452.14205,23452.31866,1930.626,2238.319,0.1766,307.692,-65.86,Birds
23452.40697,23452.58358,1901.78,2171.011,0.1766,269.231,-66.62,Birds
23452.68661,23452.89756,1872.934,2122.934,0.211,250,-67.78,Birds
23454.25019,23454.39246,3209.472,5103.703,0.1423,1894.231,-67.89,Insect
23457.00395,23457.22472,3315.242,3882.549,0.2208,567.308,-73.32,Birds
23455.84125,23455.94427,3113.319,3497.934,0.103,384.615,-72.68,Birds
23455.24273,23455.50765,3094.088,3449.857,0.2649,355.769,-72.94,Birds
23457.88702,23458.10779,2921.011,3699.857,0.2208,778.846,-72.9,Birds
29280,29339.99998,6690.909,7757.576,60,1066.667,-61.47,Insects
29280,29280.30547,4072.727,5212.121,0.3055,1139.394,-69.28,Birds
29280.36487,29280.6364,4169.697,5430.303,0.2715,1260.606,-69.18,Birds
29282.9953,29283.61473,4775.758,5260.606,0.6194,484.848,-67.27,Birds
29281.81585,29282.22314,654.545,1018.182,0.4073,363.636,-65.31,Birds
29285.41361,29285.6512,654.545,1187.879,0.2376,533.333,-65.51,Birds
29283.91171,29284.85358,1648.485,2472.727,0.9419,824.242,-69.51,Birds
29285.37118,29285.68514,4193.939,5478.788,0.314,1284.848,-71.11,Birds
29285.70211,29286.04152,4024.242,5187.879,0.3394,1163.636,-70.6,Birds
29285.96515,29286.67791,3345.455,4266.667,0.7128,921.212,-71.5,Birds
29286.49972,29286.58458,2909.091,3224.242,0.0849,315.152,-66.61,Birds
29286.49972,29287.28885,3006.061,5406.061,0.7891,2400,-69.51,Birds
29287.34825,29287.58584,2206.061,2690.909,0.2376,484.848,-58.52,Birds
29287.62827,29287.73009,1818.182,2060.606,0.1018,242.424,-65.83,Birds
29288.25618,29288.5871,4509.091,5333.333,0.3309,824.242,-67.02,Birds
29290.77924,29291.19502,4145.455,5454.545,0.4158,1309.091,-71.17,Birds
29291.59383,29291.8993,557.576,1066.667,0.3055,509.091,-65.81,Birds
29292.14537,29292.89208,3127.273,4315.152,0.7467,1187.879,-70.58,Birds
29292.90056,29293.09573,2206.061,3612.121,0.1952,1406.061,-68.3,Birds
29293.15512,29293.72364,4581.818,5187.879,0.5685,606.061,-66.71,Birds
29294.4364,29294.69944,4703.03,5163.636,0.263,460.606,-62.46,Birds
29294.88612,29295.04734,1284.848,1527.273,0.1612,242.424,-62.29,Birds
29295.39524,29295.60737,1260.606,1842.424,0.2121,581.818,-65.22,Birds
29295.78556,29295.90435,1793.939,2254.545,0.1188,460.606,-62.98,Birds
29294.03759,29297.46564,193.939,581.818,3.4281,387.879,-60.97,Mammals
29295.37827,29295.70919,4290.909,5454.545,0.3309,1163.636,-70.99,Birds
29295.48009,29295.62434,3127.273,4412.121,0.1442,1284.848,-67.38,Birds
29296.36256,29298.48388,2278.788,2981.818,2.1213,703.03,-68.37,Birds
29297.24503,29297.44867,3175.758,4290.909,0.2036,1115.152,-66.14,Birds
29297.9493,29298.2378,3927.273,5042.424,0.2885,1115.152,-71.06,Birds
29298.2378,29298.60267,4024.242,5381.818,0.3649,1357.576,-70.17,Birds
29299.06088,29299.34089,1793.939,4387.879,0.28,2593.939,-66.89,Birds
29292.56115,29292.64601,1309.091,1890.909,0.0849,581.818,-66.21,Birds
29300.17155,29300.38368,2424.242,4024.242,0.2121,1600,-68.69,Birds
29300.44308,29300.57885,3006.061,4509.091,0.1358,1503.03,-68.15,Birds
29300.63824,29300.79946,2739.394,4921.212,0.1612,2181.818,-63.34,Birds
29300.57036,29300.79098,1478.788,2618.182,0.2206,1139.394,-67.88,Birds
29300.94371,29301.35949,4193.939,5454.545,0.4158,1260.606,-67.46,Birds
29301.31706,29301.62253,4121.212,5309.091,0.3055,1187.879,-69.54,Birds
29302.46258,29302.63228,2303.03,4533.333,0.1697,2230.303,-63.97,Birds
29302.58986,29302.92927,3248.485,4339.394,0.3394,1090.909,-70.82,Birds
29303.1414,29303.69294,3054.545,4339.394,0.5515,1284.848,-71.7,Birds
29303.68446,29303.80325,2787.879,3272.727,0.1188,484.848,-69.2,Birds
29300.93523,29301.35101,2351.515,2812.121,0.4158,460.606,-69.57,Birds
29304.10024,29304.82148,4678.788,5284.848,0.7212,606.061,-65.28,Birds
29303.92204,29304.50753,3054.545,4654.545,0.5855,1600,-70.55,Birds
29304.61784,29306.05185,2012.121,3030.303,1.434,1018.182,-69.48,Birds
29306.02639,29306.28095,4654.545,5187.879,0.2546,533.333,-65.16,Birds
29306.7137,29307.67254,1357.576,2036.364,0.9588,678.788,-65.42,Birds
29306.20458,29306.7137,2400,4121.212,0.5091,1721.212,-69.85,Birds
29307.77125,29308.00884,2860.606,4751.515,0.2376,1890.909,-69.9,Birds
29308.36522,29308.64523,4242.424,5478.788,0.28,1236.364,-70.29,Birds
29309.13738,29309.37497,2836.364,3781.818,0.2376,945.455,-69.82,Birds
29309.77377,29309.89257,3321.212,3975.758,0.1188,654.545,-64.27,Birds
29309.91802,29310.13016,2375.758,4290.909,0.2121,1915.152,-69.02,Birds
29309.358,29309.67195,872.727,1527.273,0.314,654.545,-66.72,Birds
29309.83317,29310.01136,1309.091,1842.424,0.1782,533.333,-64.31,Birds
29306.10696,29306.53123,7806.061,10060.606,0.4243,2254.545,-70.47,Birds
29311.30184,29311.98066,3418.182,4436.364,0.6788,1018.182,-70.32,Birds
29312.15885,29312.65948,3054.545,4824.242,0.5006,1769.697,-68.68,Birds
29312.49826,29312.71039,4727.273,5406.061,0.2121,678.788,-62.59,Birds
29312.72736,29313.00738,1842.424,2787.879,0.28,945.455,-59.37,Birds
29312.99889,29313.28739,1866.667,2593.939,0.2885,727.273,-57.63,Birds
29313.27042,29313.50801,1818.182,2521.212,0.2376,703.03,-56.67,Birds
29313.53346,29313.94076,1600,2496.97,0.4073,896.97,-58.76,Birds
29313.50801,29313.77954,3175.758,3781.818,0.2715,606.061,-67.55,Birds
29313.8559,29314.07652,3248.485,5818.182,0.2206,2569.697,-66.28,Birds
29314.04258,29315.15415,3175.758,3830.303,1.1116,654.545,-67.21,Birds
29314.58564,29314.65352,2593.939,4363.636,0.0679,1769.697,-68.25,Birds
29315.63781,29315.77358,3175.758,3878.788,0.1358,703.03,-60.69,Birds
29315.70569,29316.40997,1987.879,2448.485,0.7043,460.606,-68.37,Birds
29315.08627,29315.40871,2278.788,2981.818,0.3224,703.03,-68.44,Birds
29313.55892,29314.01712,6036.364,9478.788,0.4582,3442.424,-65.43,Birds
29317.07743,29318.51144,4290.909,4678.788,1.434,387.879,-68.41,Birds
29319.41937,29320.50548,1866.667,2545.455,1.0861,678.788,-60.88,Birds
29318.55387,29318.78297,1139.394,1600,0.2291,460.606,-66.81,Birds
29318.98662,29319.21572,3006.061,6763.636,0.2291,3757.576,-69.13,Birds
29319.35997,29319.63998,3296.97,3903.03,0.28,606.061,-67.78,Birds
29320.42911,29320.65822,4896.97,5454.545,0.2291,557.576,-59.44,Birds
29321.40492,29321.49826,3854.545,4509.091,0.0933,654.545,-67.55,Birds
29321.52372,29321.77827,3006.061,3660.606,0.2546,654.545,-63.6,Birds
29321.45583,29321.71039,1357.576,1890.909,0.2546,533.333,-64.71,Birds
29325.57098,29326.87771,1406.061,2060.606,1.3067,654.545,-65.41,Birds
29326.09706,29326.35162,3151.515,4703.03,0.2546,1551.515,-69.97,Birds
29322.66901,29322.99994,2060.606,5090.909,0.3309,3030.303,-70.77,Birds
29323.35632,29324.43395,2084.848,7563.636,1.0776,5478.788,-66.86,Birds
29320.50527,29321.235,3151.515,5769.697,0.7297,2618.182,-70.42,Birds
29324.79033,29325.57946,1769.697,3757.576,0.7891,1987.879,-69.91,Birds
29317.19354,29318.50028,2836.364,7660.606,1.3067,4824.242,-66.41,Birds
29319.55245,29320.06157,3296.97,4896.97,0.5091,1600,-70.89,Birds
29324.83673,29325.30342,4727.273,6569.697,0.4667,1842.424,-71.97,Birds
29329.63939,29329.97032,1260.606,1939.394,0.3309,678.788,-64.44,Birds
29329.63939,29330.00426,2884.848,3733.333,0.3649,848.485,-67.15,Birds
29329.6903,29330.02123,4339.394,5406.061,0.3309,1066.667,-65.81,Birds
29331.69283,29331.87951,1163.636,5745.455,0.1867,4581.818,-63.74,Birds
29330.53883,29331.20917,1818.182,2424.242,0.6703,606.061,-67.82,Birds
29330.40307,29330.98007,3442.424,4169.697,0.577,727.273,-70.13,Birds
29331.22614,29331.64192,3030.303,4678.788,0.4158,1648.485,-69.28,Birds
29331.74374,29332.82986,1381.818,2763.636,1.0861,1381.818,-60.87,Birds
29332.88077,29333.05896,2618.182,5018.182,0.1782,2400,-67.37,Birds
29333.74617,29334.09406,1406.061,3830.303,0.3479,2424.242,-65.3,Birds
29333.23705,29333.66131,1793.939,4145.455,0.4243,2351.515,-70.39,Birds
29336.17296,29336.4954,1236.364,1890.909,0.3224,654.545,-64.14,Birds
29336.87737,29338.04833,1876.448,2826.255,1.171,949.807,-68.07,Birds
29338.84595,29339.21082,1552.124,1853.282,0.3649,301.158,-62.51,Birds
29339.17688,29339.31264,4725.869,5328.185,0.1358,602.317,-58.44,Birds
29338.84595,29339.14294,3057.915,3729.73,0.297,671.815,-65.64,v
29339.43992,29339.99998,833.977,2223.938,0.5601,1389.961,-68.87,v
29336.24097,29336.50401,3034.749,3706.564,0.263,671.815,-61.82,Birds
40380.68683,40386.27958,8251.429,8982.857,5.5927,731.429,-68.02,Insects
40394.54115,40399.48631,8388.571,9142.857,4.9452,754.286,-69.58,Insects
40408.38363,40413.91751,8297.143,9051.429,5.5339,754.286,-68.14,Insects
40423.12041,40428.22256,8342.857,8960,5.1022,617.143,-68.82,Insects
40436.43662,40439.99998,8411.429,8960,3.5634,548.571,-68.48,Insects
40381.33441,40382.04086,6765.714,7268.571,0.7065,502.857,-71.94,Birds
40380.3336,40380.58871,2765.714,3520,0.2551,754.286,-71.01,Birds
40380,40380.11774,2560,3085.714,0.1177,525.714,-70.01,Birds
40383.3949,40383.65,4800,5302.857,0.2551,502.857,-64.91,Birds
40384.08173,40384.4742,3245.714,5965.714,0.3925,2720,-67.27,Birds
40383.7285,40384.0621,3794.286,5302.857,0.3336,1508.571,-66.72,Birds
40385.41614,40385.632,4342.857,5462.857,0.2159,1120,-68.58,Birds
40385.1414,40385.53388,4114.286,4662.857,0.3925,548.571,-67.72,Birds
40385.71049,40386.02447,4160,4982.857,0.314,822.857,-67.73,Birds
40385.76936,40386.25995,2148.571,3520,0.4906,1371.429,-69.71,Birds
40384.94517,40385.2199,5051.429,5417.143,0.2747,365.714,-72.82,Birds
40384.19947,40384.4742,2491.429,3222.857,0.2747,731.429,-70.72,Birds
40388.28119,40388.49705,3840,4434.286,0.2159,594.286,-72.08,Birds
40390.93039,40391.34316,3382.857,4571.429,0.4128,1188.571,-72.06,Birds
40394.71843,40394.89505,3245.714,3702.857,0.1766,457.143,-72.36,Birds
40397.20925,40397.42511,4535.78,5460.55,0.2159,924.771,-72.15,Birds
40392.35986,40392.60515,2642.202,4348.624,0.2453,1706.422,-72.88,Birds
40396.94287,40397.09005,2972.477,3368.807,0.1472,396.33,-70.63,Birds
40397.68857,40397.80631,4348.624,5097.248,0.1177,748.624,-69.68,Birds
40397.90443,40398.08104,4139.45,4943.119,0.1766,803.67,-71.36,Birds
40397.50214,40397.81612,2807.339,3148.624,0.314,341.284,-70.01,Birds
40399.23884,40399.44489,3930.275,4855.046,0.206,924.771,-72.3,Birds
40400.34758,40400.48494,4480.734,4855.046,0.1374,374.312,-68.47,Birds
40400.59287,40400.74005,3699.083,4260.55,0.1472,561.468,-67.67,Birds
40399.6215,40400.13172,4128.44,4744.954,0.5102,616.514,-69.93,Birds
40400.44569,40400.55362,2906.422,3555.963,0.1079,649.541,-69.85,Birds
40400.74005,40400.80873,2234.862,3126.606,0.0687,891.743,-71.51,Birds
40395.12768,40395.32391,2433.028,2851.376,0.1962,418.349,-72.07,Birds
40401.02376,40401.52417,6717.296,7223.718,0.5004,506.422,-71.79,Birds
40399.33031,40399.37446,1790.472,3767.776,0.0442,1977.304,-68.95,Birds
40399.44805,40399.53145,2864.756,3783.346,0.0834,918.59,-71.88,Birds
40399.70316,40399.84543,2615.646,3907.9,0.1423,1292.254,-72.59,Birds
40401.5913,40401.84151,3658.791,6663.671,0.2502,3004.879,-71.94,Birds
40401.16939,40401.51771,3876.762,5807.358,0.3483,1930.596,-72.78,Birds
40405.93497,40406.47462,3456.39,6554.685,0.5397,3098.295,-71.43,Birds
40408.01017,40408.55964,6601.393,7177.458,0.5495,576.065,-71.36,Birds
40380.20114,40380.4121,46.967,500.976,0.211,454.01,-61.33,Domestic mammals
40383.3998,40383.80209,62.622,532.287,0.4023,469.665,-57.2,Domestic mammals
40383.94927,40384.64591,62.622,532.287,0.6966,469.665,-56.51,Domestic mammals
40384.87915,40385.21275,0,532.287,0.3336,532.287,-60.29,Domestic mammals
40386.94454,40387.5774,78.278,673.187,0.6329,594.909,-59.26,Domestic mammals
40387.68533,40388.2348,46.967,532.287,0.5495,485.321,-59.79,Domestic mammals
40388.47368,40388.72388,93.933,563.598,0.2502,469.665,-61.98,Domestic mammals
40388.92012,40389.15069,62.622,547.943,0.2306,485.321,-59.83,Domestic mammals
40389.52845,40389.67874,340.003,561.743,0.1503,221.741,-60.74,Domestic mammals
40397.93103,40398.44124,310.437,694.788,0.5102,384.351,-58.99,Domestic mammals
40398.73069,40399.19675,325.22,576.526,0.4661,251.306,-55.6,Domestic mammals
40399.46658,40399.80018,325.22,561.743,0.3336,236.524,-59.57,Domestic mammals
40406.52609,40407.365,325.22,561.743,0.8389,236.524,-57.91,Domestic mammals
40407.59067,40408.10089,192.175,635.657,0.5102,443.482,-58.81,Domestic mammals
40408.16957,40408.49336,354.785,620.874,0.3238,266.089,-60.41,Domestic mammals
40408.60129,40408.8515,354.785,546.961,0.2502,192.175,-57.25,Domestic mammals
40409.00848,40409.25378,280.872,532.178,0.2453,251.306,-60.56,Domestic mammals
40409.42549,40409.61191,369.568,517.395,0.1864,147.827,-58.6,Domestic mammals
40413.09347,40413.30442,266.089,487.83,0.211,221.741,-59.91,Domestic mammals
40413.36329,40413.60368,310.437,576.526,0.2404,266.089,-62.08,Domestic mammals
40413.77048,40414.21202,236.524,650.44,0.4415,413.916,-60.43,Domestic mammals
40414.43769,40414.71242,295.654,532.178,0.2747,236.524,-57.59,Domestic mammals
40414.91356,40415.15886,310.437,517.395,0.2453,206.958,-59.97,Domestic mammals
40415.48265,40415.66417,206.958,532.178,0.1815,325.22,-63.42,Domestic mammals
40416.15441,40417.93526,273.719,576.25,1.7808,302.531,-56.07,Domestic mammals
40418.06772,40418.67605,302.531,605.063,0.6083,302.531,-59.99,Domestic mammals
40423.18638,40423.62791,273.719,547.438,0.4415,273.719,-56.98,Domestic mammals
40423.77999,40424.05473,273.719,605.063,0.2747,331.344,-56.19,Domestic mammals
40424.17737,40424.41776,302.531,533.031,0.2404,230.5,-54.79,Domestic mammals
40424.67778,40424.8642,288.125,504.219,0.1864,216.094,-59.16,Domestic mammals
40425.09969,40425.29592,259.313,504.219,0.1962,244.906,-59.54,Domestic mammals
40425.49216,40425.73255,259.313,605.063,0.2404,345.75,-61.45,Domestic mammals
40428.77404,40429.27445,244.906,561.844,0.5004,316.938,-58.59,Domestic mammals
40429.35294,40429.66692,216.094,518.625,0.314,302.531,-55.47,Domestic mammals
40429.79938,40430.13298,259.313,547.438,0.3336,288.125,-56.94,Domestic mammals
40434.11684,40434.6712,273.719,605.063,0.5544,331.344,-57.84,Domestic mammals
40434.80857,40435.03915,230.5,561.844,0.2306,331.344,-53.9,Domestic mammals
40435.19614,40435.53465,259.313,576.25,0.3385,316.938,-57.07,Domestic mammals
40439.61798,40439.99998,302.531,518.625,0.382,216.094,-55.43,Domestic mammals
40387.45139,40387.85858,6742.125,7217.531,0.4072,475.406,-70.8,Birds
40388.47673,40388.61409,1959.25,3702.406,0.1374,1743.156,-71.14,Birds
40388.67787,40388.87901,2910.063,5215.063,0.2011,2305,-73.26,Birds
40391.26932,40391.4214,2362.625,3183.781,0.1521,821.156,-73.11,Birds
40393.60646,40394.02837,6799.75,7260.75,0.4219,461,-71.09,Birds
40409.38931,40409.51419,3270.219,3803.25,0.1249,533.031,-72.83,Birds
40409.74315,40409.87497,2506.688,3327.844,0.1318,821.156,-72.58,Birds
40409.69458,40409.79171,3558.344,4365.094,0.0971,806.75,-73.41,Birds
40411.88348,40411.92518,2521.094,5085.406,0.0417,2564.313,-71.22,Birds
40410.75022,40410.78946,2751.594,3817.656,0.0392,1066.063,-72.11,Birds
40410.09037,40410.23264,3097.344,4235.438,0.1423,1138.094,-71.84,Birds
40411.14975,40411.19881,9122.408,9972.377,0.0491,849.969,-71.83,Birds
40416.03371,40416.27656,4019.344,4494.75,0.2428,475.406,-64.33,Birds
40416.28882,40416.49978,2938.875,4537.969,0.211,1599.094,-69.86,Birds
40416.52431,40416.66167,4437.125,5416.75,0.1374,979.625,-64.38,Birds
40416.65676,40416.7647,2852.438,4235.438,0.1079,1383,-63.57,Birds
40416.77451,40417.04924,2247.375,5546.406,0.2747,3299.031,-68.45,Birds
40416.89225,40416.99773,1469.438,2477.875,0.1055,1008.438,-67.66,Birds
40417.03943,40417.26265,2722.781,3630.375,0.2232,907.594,-68.78,Birds
40416.85262,40417.31623,6742.125,7159.906,0.4636,417.781,-70.15,Birds
40418.05948,40418.26553,3587.156,4970.156,0.206,1383,-64.29,Birds
40417.71361,40417.80682,4811.688,5344.719,0.0932,533.031,-65.74,Birds
40418.33083,40418.69142,2319.406,5964.188,0.3606,3644.781,-64.48,Birds
40419.17956,40419.20654,4408.313,5993,0.027,1584.688,-69.15,Birds
40419.26787,40419.30221,4235.438,6007.406,0.0343,1771.969,-66.55,Birds
40419.3341,40419.36353,3760.031,5719.281,0.0294,1959.25,-66.19,Birds
40419.41259,40419.45429,3716.813,5402.344,0.0417,1685.531,-70.19,Birds
40419.47391,40419.50335,4120.188,5186.25,0.0294,1066.063,-69.52,Birds
40419.51807,40419.56713,4422.719,5604.031,0.0491,1181.313,-70.34,Birds
40419.81918,40419.89768,3521.103,4531.256,0.0785,1010.153,-71.31,Birds
40420.05222,40420.1626,3290.211,4949.747,0.1104,1659.536,-72.94,Birds
40420.4913,40420.55753,3290.211,3824.149,0.0662,533.938,-65.28,Birds
40421.69491,40422.0972,6537.13,7316.391,0.4023,779.261,-72.28,Birds
40422.23456,40422.3474,3420.088,4098.333,0.1128,678.245,-69.48,Birds
40422.58779,40422.76686,2366.643,3838.58,0.1791,1471.937,-71.28,Birds
40423.56355,40423.75979,4199.348,5122.916,0.1962,923.568,-74.1,Birds
40423.86527,40423.9781,4127.195,4993.04,0.1128,865.845,-72.81,Birds
40425.20129,40425.31903,4733.286,5310.516,0.1177,577.23,-70.14,Birds
40425.44904,40425.68698,2915.012,4502.394,0.2379,1587.383,-66.96,Birds
40425.6698,40425.79491,2395.505,3131.473,0.1251,735.968,-69.12,Birds
40425.77528,40425.81453,4401.379,5873.316,0.0392,1471.937,-71.43,Birds
40425.88566,40426.02548,4112.764,6277.377,0.1398,2164.613,-68.83,Birds
40426.02548,40426.13341,2352.212,4026.179,0.1079,1673.967,-67.2,Birds
40426.04198,40426.17198,4848.732,5238.362,0.13,389.63,-61.96,Birds
40426.17689,40426.41973,2727.412,3232.488,0.2428,505.076,-64.33,Birds
40426.36086,40426.62087,3492.242,5209.501,0.26,1717.259,-64.89,Birds
40425.99046,40426.40011,6638.145,7258.668,0.4096,620.522,-70.84,Birds
40426.66748,40427.01335,2323.351,6118.638,0.3459,3795.287,-66.71,Birds
40427.32902,40427.35846,4661.132,6840.176,0.0294,2179.043,-70.83,Birds
40427.39034,40427.41487,4545.686,6551.561,0.0245,2005.874,-66.4,Birds
40427.45412,40427.4811,4271.502,6436.115,0.027,2164.613,-64.95,Birds
40427.51299,40427.54243,4156.056,6147.5,0.0294,1991.444,-65.88,Birds
40427.57677,40427.60621,4184.918,5902.177,0.0294,1717.259,-65.85,Birds
40427.63809,40427.66753,4055.041,5801.162,0.0294,1746.121,-66.2,Birds
40427.68715,40427.72395,4127.195,5454.824,0.0368,1327.629,-65.96,Birds
40427.74357,40427.76319,4329.225,5368.239,0.0196,1039.014,-67.13,Birds
40427.79754,40427.82942,4358.087,5757.87,0.0319,1399.783,-69.94,Birds
40427.8466,40427.87603,4459.102,5916.608,0.0294,1457.506,-70.43,Birds
40427.89811,40427.92509,4386.948,5815.593,0.027,1428.644,-69.65,Birds
40427.92754,40427.97906,3824.149,5180.639,0.0515,1356.491,-68.63,Birds
40427.356,40427.4762,2381.074,3347.934,0.1202,966.86,-71.52,Birds
40429.70259,40429.85958,4083.902,4545.686,0.157,461.784,-66.91,Birds
40430.18046,40430.41104,2857.289,4906.455,0.2306,2049.167,-69.81,Birds
40430.44783,40430.66614,2207.905,4401.379,0.2183,2193.474,-69.57,Birds
40430.63425,40430.72747,2785.135,4545.686,0.0932,1760.552,-71.9,Birds
40430.82313,40430.96295,3853.01,4574.548,0.1398,721.538,-73.96,Birds
40430.61954,40431.02918,6594.853,7215.375,0.4096,620.522,-70.84,Birds
40431.72051,40431.7941,3593.257,4632.271,0.0736,1039.014,-71.29,Birds
40431.89712,40431.98788,2886.15,3708.703,0.0908,822.553,-71.81,Birds
40431.42125,40431.55616,3679.841,4646.702,0.1349,966.86,-73.18,Birds
40433.75525,40433.89997,4776.578,5195.07,0.1447,418.492,-62.16,Birds
40434.08149,40434.3783,3290.211,5324.947,0.2968,2034.736,-65.04,Birds
40434.05941,40434.13055,6493.838,7792.605,0.0711,1298.768,-70.25,Birds
40434.42,40434.77568,2409.935,6046.485,0.3557,3636.549,-66.64,Birds
40434.88606,40434.92285,4574.548,5931.039,0.0368,1356.491,-69.71,Birds
40434.96455,40434.99644,4574.548,6190.792,0.0319,1616.244,-66.04,Birds
40435.01852,40435.05531,4343.656,6537.13,0.0368,2193.474,-66.55,Birds
40435.07984,40435.11419,4285.933,6363.961,0.0343,2078.028,-64.87,Birds
40435.14853,40435.17551,4112.764,6248.515,0.027,2135.751,-62.7,Birds
40435.20004,40435.23683,4083.902,6421.684,0.0368,2337.782,-64.16,Birds
40435.26382,40435.31287,3997.318,6190.792,0.0491,2193.474,-67.11,Birds
40435.32759,40435.38156,4228.21,6017.623,0.054,1789.413,-68.58,Birds
40435.58456,40435.62626,3708.703,5122.916,0.0417,1414.214,-65.05,Birds
40438.84537,40439.04651,4112.764,4473.533,0.2011,360.769,-69.12,Birds
40438.87971,40438.93367,3203.627,3853.01,0.054,649.384,-71.06,Birds
40439.32615,40439.46842,3853.01,5036.332,0.1423,1183.322,-69.72,Birds
40439.41691,40439.53465,2886.15,4083.902,0.1177,1197.752,-67.1,Birds
40439.58616,40439.69164,3593.257,4314.794,0.1055,721.538,-65.57,Birds
40439.79221,40439.84127,2972.735,3535.534,0.0491,562.799,-69.68,Birds
40439.86334,40439.9075,1154.46,1616.244,0.0442,461.784,-66.51,Birds
40415.1286,40417.83443,9529.873,9919.503,2.7058,389.63,-70.2,Insects
17820,17879.99998,2424.242,2812.121,60,387.879,-63.71,Amphibians
17873.05832,17878.14632,2957.576,3442.424,5.088,484.848,-65.18,Amphibians
17878.96231,17879.99998,3030.303,3345.455,1.0377,315.152,-64.99,Amphibians
17820,17872.84798,3054.545,3393.939,52.848,339.394,-71.36,Amphibians
17820,17879.99998,3418.182,3927.273,60,509.091,-72.07,Amphibians
17820,17879.99998,5477.835,6352.076,60,874.241,-45.07,Insects
17828.00815,17828.53424,479.976,874.241,0.5261,394.266,-68.57,Domestic mammals
17829.9937,17830.18038,565.685,1062.803,0.1867,497.117,-68.11,Domestic mammals
17833.15431,17833.40038,548.543,1079.945,0.2461,531.401,-71.83,Domestic mammals
17822.22314,17822.29951,702.821,1079.945,0.0764,377.124,-68.79,Domestic mammals
17850.04252,17850.11889,411.408,977.093,0.0764,565.685,-63.21,Birds
17850.72135,17850.79771,325.698,1937.044,0.0764,1611.346,-62.72,Birds
17855.15915,17855.23551,445.692,1354.217,0.0764,908.525,-65.12,Birds
17852.35901,17852.4184,908.525,1799.908,0.0594,891.383,-68.33,Birds
17851.43411,17851.50199,497.117,1028.519,0.0679,531.401,-68.13,Birds
17858.07834,17858.1632,565.685,2074.18,0.0849,1508.494,-61.22,Birds
17858.76646,17858.95313,565.685,1114.229,0.1867,548.543,-71.33,Birds
17859.51316,17859.75923,617.111,1045.661,0.2461,428.55,-70.41,Birds
17861.41386,17861.69388,359.982,1114.229,0.28,754.247,-69.42,Domestic mammals
17860.94717,17861.2187,479.976,959.951,0.2715,479.976,-70.78,Domestic mammals
17865.40905,17866.88549,497.117,994.235,1.4764,497.117,-67.81,Domestic mammals
17865.82483,17865.91817,428.55,1354.217,0.0933,925.667,-62.4,Birds
17870.60393,17870.7906,514.259,1045.661,0.1867,531.401,-69.34,Domestic mammals
17871.39306,17871.4864,668.537,994.235,0.0933,325.698,-72.18,Domestic mammals
17872.16522,17872.36038,411.408,891.383,0.1952,479.976,-70.87,Domestic  mammals
17872.94587,17873.04769,479.976,891.383,0.1018,411.408,-66.41,Domestic mammals
17873.57378,17873.68408,599.969,891.383,0.1103,291.414,-68.98,Domestic mammals
17875.2878,17875.43205,411.408,1011.377,0.1442,599.969,-70.63,Domestic mammals
17874.24436,17874.38012,599.969,1079.945,0.1358,479.976,-70.55,Domestic mammals
17876.22143,17876.33174,771.389,1079.945,0.1103,308.556,-69.81,Domestic mammals 
17820.288,17877.35998,9551.515,13915.152,57.072,4363.636,-63.87,Insects
17820.048,17879.99998,6513.953,6822.509,59.952,308.556,-51.53,Insects
17822.71529,17822.93591,20042.883,22900.773,0.2206,2857.89,-69.85,Possible bats
17828.88051,17828.98233,20234.391,23431.103,0.1018,3196.712,-71.58,Possible bats
17835.34629,17835.43963,19821.912,23313.252,0.0933,3491.34,-71.54,Possible bats
6360.033941,6419.999979,4266.667,5284.848,59.966,1018.182,-55.04,Insects
6360,6419.999979,2472.727,2860.606,60,387.879,-59.33,Insects
